CitationStrings,Univ-Department,Discipline,Mannual_ann,CitationStyle
"Fisher, D. and Dourish, P. (2004). Social and temporal structures in everyday collaboration. In CHI '04: Proceedings of the SIGCHI conference on Human factors in computing systems, pages 551Ð558, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
"Fisher, D., Hogan, B., Brush, A., Smith, M., and Jacobs, A. (2006b). Using social sorting to enhance email management. HCIC '06.",vtech-cs,Computer Science,conference,apa
"Franke, J. L., Daniels, J. J., and Mcfarlane, D. C. (2002a). Recovering context after interruption. In Proc Cognitive Science Society 2002, pages 310Ð315.",vtech-cs,Computer Science,conference,apa
"Franke, J. L., Daniels, J. J., and Mcfarlane, D. C. (2002b). Recovering context after interruption. In In: 24 th Annual Meeting of the Cognitive Science Society, pages 310Ð315.",vtech-cs,Computer Science,conference,apa
"Freed, M., Carbonell, J. G., Gordon, G. J., Hayes, J., Myers, B. A., Siewiorek, D. P., Smith, S. F., Steinfeld, A., and Tomasic, A. (2008). Radar: A personal assistant that learns to reduce email overload. In AAAI, pages 1287Ð1293.",vtech-cs,Computer Science,conference,apa
"Grevet, C., Choi, D., Kumar, D., and Gilbert, E. (2014). Overload is overloaded: Email in the age of gmail. In Proceedings of the SIGCHI Conference on Human Factors in Computing Systems, CHI '14, pages 793Ð802, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
"Gwizdka, J. (2000). Timely reminders: A case study of temporal guidance in pim and email tools usage. In CHI '00 Extended Abstracts on Human Factors in Computing Systems, CHI EA '00, pages 163Ð164, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
"Gwizdka, J. (2002). Reinventing the inbox: Supporting the management of pending tasks in email. In CHI '02 Extended Abstracts on Human Factors in Computing Systems, CHI EA '02, pages 550Ð551, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
"Hanrahan, B. and Perez-Quinones, M. (2012). Procrastinate: How i learned to stop worrying about email and love procrastinating. In Personal Information Management Workshop 2012.",vtech-cs,Computer Science,conference,apa
"Iqbal, S. T. and Horvitz, E. (2007). Disruption and recovery of computing tasks: field study, analysis, and directions. In Proceedings of the SIGCHI conference on Human factors in computing systems, CHI '07, pages 677Ð686, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
"Jones, W., Klasnja, P., Civan, A., and Adcock, M. L. (2008). The personal project planner: planning to organize personal information. In CHI '08: Proceeding of the twenty-sixth annual SIGCHI conference on Human factors in computing systems, pages 681Ð684, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
"Kokkalis, N., Kohn, T., Pfeiffer, C., Chornyi, D., Bernstein, M. S., and Klemmer, S. R. (2013). Emailvalet: Managing email overload through private, accountable crowdsourcing. In Proceedings of the 2013 Conference on Computer Supported Cooperative Work, CSCW '13, pages 1291Ð1300, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
"Levy, D. M. (2005). To grow in wisdom: vannevar bush, information overload, and the life of leisure. In Proceedings of the 5th ACM/IEEE-CS joint conference on Digital libraries, JCDL '05, pages 281Ð286, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
"Mark, G., Gudith, D., and Klocke, U. (2008). The cost of interrupted work: more speed and stress. In Proceedings of the SIGCHI Conference on Human Factors in Computing Systems, CHI '08, pages 107Ð110, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
"Muller, M., Millen, D. R., and Feinberg, J. (2010). Patterns of usage in an enterprise filesharing service: publicizing, discovering, and telling the news. In CHI '10: Proceedings of the 28th international conference on Human factors in computing systems, pages 763Ð766, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
"Neustaedter, C., Brush, A. J., Smith, M. A., and Fisher, D. (2005). The social network and relationship finder: Social sorting for email triage. In Proc. of the Conf. on Email and Anti-Spam (CEAS), Mountain View, CA. Proc. of the Conf. on Email and Anti-Spam (CEAS).",vtech-cs,Computer Science,conference,unknown
"O'Neill, J. and Martin, D. (2003). Text chat in action. In Proceedings of the 2003 International ACM SIGGROUP Conference on Supporting Group Work, GROUP '03, pages 40Ð49, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,unknown
"Rector, K. and Hailpern, J. (2014). Minemail: Sms alert system for managing critical emails. In Proceedings of the SIGCHI Conference on Human Factors in Computing Systems, CHI'14, pages 783Ð792, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
"Singh, N., Tomitsch, M., and Maher, M. L. (2013). Understanding the management and need for awareness of temporal information in email. In Proceedings of the Fourteenth Australasian User Interface Conference - Volume 139, AUIC '13, pages 43Ð51, Darlinghurst, Australia, Australia. Australian Computer Society, Inc.",vtech-cs,Computer Science,conference,apa
"Tyler, J. R. and Tang, J. C. (2003). When can i expect an email response? a study of rhythms in email usage. In ECSCW'03: Proceedings of the eighth conference on European Conference on Computer Supported Cooperative Work, pages 239Ð258, Norwell, MA, USA. Kluwer Academic Publishers.",vtech-cs,Computer Science,conference,apa
"Venolia, G. D. and Neustaedter, C. (2003). Understanding sequence and reply relationships within email conversations: a mixed-model visualization. In CHI '03: Proceedings of the SIGCHI conference on Human factors in computing systems, pages 361Ð368, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
"Wainer, J., Dabbish, L., and Kraut, R. (2011). Should i open this email?: inbox-level cues, curiosity and attention to email. In PART 5 ÐÐÐ Proceedings of the 2011 annual conference on Human factors in computing systems, CHI '11, pages 3439Ð3448, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
"Whittaker, S., Matthews, T., Cerruti, J., Badenes, H., and Tang, J. (2011). Am i wasting my time organizing email?: a study of email refinding. In Proceedings of the 2011 annual conference on Human factors in computing systems, CHI '11, pages 3449Ð3458, New York, NY, USA. ACM.",vtech-cs,Computer Science,conference,apa
"Whittaker, S. and Sidner, C. (1996). Email overload: exploring personal information management of email. In Proc. CHI 1996, pages 276Ð283. ACM Press.",vtech-cs,Computer Science,conference,apa
"Cummins, K. L., J. A. Cramer, C. J. Biagi, E. P. Krider, J. Jerauld, M. A. Uman, and V. A. Rakov (2006), The U.S. National Lightning Detection Network: Post-Upgrade Status, 2nd Conference on Meteorological Applications of Lightning Data.",umd-mete,Meteorology,conference,chicago-author-date
"Koshak, and H. S. Peterson (2011), A summary of the NASA Lightning Nitrogen Oxides Model (LNOM) and recent results, 10th Annual CMAS Conference, Chapel Hill, 6 pp.",umd-mete,Meteorology,conference,unknown
"Koshak, W. J., H. S. Peterson, E. W. McCaul, and A. Biazar (2010), Estimates of the Lightning NOx Profile in the Vicinity of the North Alabama Lightning Mapping Array, 21st International Lightning Detection Conference (ILDC)/Vaisala, 18-22 Apr. 2010, Orlando, FL, United States, 54.",umd-mete,Meteorology,conference,unknown
"Fabian, A. C. 1999a, Proceedings of the National Academy of Science, 96, 4749",psu-astro,Meteorology,conference,american-chemical-society
"Hansen, & Ostermeirer. 1996, in Proceedings of the 1996 IEEE International Conference on Evolutionary Computation, 312Ð317",psu-astro,Meteorology,conference,unknown
"Hansen, N., & Kern, S. 2004, in Eighth International Conference on Parallel Problem Solving from Nature PPSN VIII, Proceedings, Berlin: Springer, 282Ð291",psu-astro,Meteorology,conference,unknown
"Takahashi, T., et al. 2010, in Presented at the Society of Photo-Optical Instrumentation Engineers (SPIE) Conference, Vol. 7732, Society of Photo-Optical Instrumentation Engineers (SPIE) Conference Series",psu-astro,Meteorology,conference,unknown
"Turnshek, D. A. 1986, in IAU Symposium, Vol. 119, Quasars, ed. G. Swarup & V. K. Ka-pahi, 317Ð328",psu-astro,Meteorology,conference,unknown
"Borralho, N.M.G. 1995. The impact of individual tree mixed models (BLUP) in tree breeding  strategies.  In:  Eucalypt  plantations:  improving  fibre  yield  and  quality. Proceedings of CRCTHF-IUFRO Conference. Hobart, Australia. p141-145.",nc_state-forestry,Forestry,conference,acm-sig-proceedings
"Li,  B.,  McKeand,  S.E.,  Hatcher,  A.V.,  and  Weir,  R.J.  Genetic  gains  of  second generation selections from the NCSU-Industry Cooperative Tree Improvement Program. Pro. 24th South. For. Tree Impr. Conf., p. 234-238. Orlando, Florida, June 9-12, 1997.  ",nc_state-forestry,Forestry,conference,springer-lecture-notes-in-computer-science
"Li, B., McKeand, S.E., and Weir, R.J. Genetic parameter estimates and selection efficiency for the loblolly pine breeding in the south-eastern US. p. 164-68. In: Tree improvement for sustainable tropical forestry. Proceedings of QFRI-IUFRO Conference. Caloundra, Queensland, Australia. 1996. ",nc_state-forestry,Forestry,conference,harvard3
"Borralho, N.M.G. 1995. The impact of individual tree mixed models (BLUP) in tree breeding strategies. In: Eucalypt plantations: improving fibre yield and quality. Proceedings of CRCTHF-IUFRO Conference. Hobart, Australia. p141-145. ",nc_state-forestry,Forestry,conference,acm-sig-proceedings
"W . J. Hehre, L. Radom, P. VR. Schleyer, and J. A. Pople, Ab Initio Molecular Orbital Theory (Wiley, New York, 1986).",mit-chem,Physics and Chemistry,book,american-institute-of-physics
"Density Functional Methods in Chemistry, (Springer-Verlag, New York, 1991).",mit-chem,Physics and Chemistry,book,american-institute-of-physics
"R. G. Parr and W. Yang, Density Functional Theory of Atoms and Molecules, (Oxford, New York, 1989).",mit-chem,Physics and Chemistry,book,american-institute-of-physics
"J. D. Joannopoulos in Physics of Disordered Materials, (Plenum Publishing, New York,1985).",mit-chem,Physics and Chemistry,book,elsevier-with-titles
"W. J. Hehre, L. Radom, P. v.R. Schleyer, and J. A. Pople, Ab Initio Molecular Orbital Theory (Wiley, New York, 1986).",mit-chem,Physics and Chemistry,book,american-institute-of-physics
"W. Bollmann, Crystal Defects and Crystalline Interfaces (Springer, New York, 1970).",mit-chem,Physics and Chemistry,book,american-institute-of-physics
"L. I. Schiff, Quantum Mechanics (McGraw-Hill, New York, 1949), see pp. 37 and 77.",mit-chem,Physics and Chemistry,book,unknown
"American Petroleum Institute, ""Recommended Practice for Planning, Designing and Constructing Fixed Offshore Platforms - Load and Resistance Factor Design,"" RP 2A-LRFD, 1st Edition, Washington, D.C., July 1993.",berkeley-ce,Civil and Environmental Engineering,book,unknown
"American Petroleum Institute, ""Recommended Practice for Planning, Designing and Constructing Fixed Offshore Platforms - Working Stress Design,"" RP 2A-WSD, 1st Edition, Washington, D.C., 1969.",berkeley-ce,Civil and Environmental Engineering,book,harvard3
"American Petroleum Institute, ""Recommended Practice for Planning, Designing and Constructing Fixed Offshore Platforms - Working Stress Design,"" RP 2A-WSD, 15th Edition, Washington, D.C., 1984.",berkeley-ce,Civil and Environmental Engineering,book,harvard3
"American Petroleum Institute, ""Recommended Practice for Planning, Designing and Constructing Fixed Offshore Platforms - Working Stress Design,"" RP 2A-WSD, 20th Edition, Washington, D.C., July 1993.",berkeley-ce,Civil and Environmental Engineering,book,unknown
"American Petroleum Institute, ""Recommended Practice for Planning, Designing and Constructing Fixed Offshore Platforms - Working Stress Design,"" Supplement 1, RP 2A-WSD, 20th Edition, Washington, D.C., December 1996.",berkeley-ce,Civil and Environmental Engineering,book,unknown
"Ang, A. H-S. and Tang, W. H., Probability Concepts in Engineering Planning and Design, Wiley and Sons, New York, NY, 1975.",berkeley-ce,Civil and Environmental Engineering,book,harvard3
"Barkan, D. D., Dynamics of Bases and Foundations. McGraw-Hill, New York, NY, 1962.",berkeley-ce,Civil and Environmental Engineering,book,harvard3
"Bea, R. G., ""Dynamic Response of Piles in Offshore Platforms,"" Dynamic Response of Pile Foundations: Analytical Aspects, editors: M. W. O'Neill and R. Dobry, ASCE, New York, NY, 1980.",berkeley-ce,Civil and Environmental Engineering,book,harvard3
"Bolt, B. A., Earthquakes, W. H. Freeman and Co., New York, NY, 1993.",berkeley-ce,Civil and Environmental Engineering,book,american-chemical-society
"Brebbia, C. A., and Walker, S., Dynamic Analysis of Offshore Structures. Newness-Butterworths, London, 1979.",berkeley-ce,Civil and Environmental Engineering,book,harvard3
